                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.37818,                0.38396,                0.88715,                0.99908,                      1,                  0.995,                0.95072,                0.32145,                 0.2233,                0.73332,             0.00032803,             0.00032803,             0.00032803
                    160,                0.36751,                0.37093,                0.85435,                0.99876,                      1,                  0.995,                0.95187,                0.31359,                0.22696,                0.73123,             0.00032709,             0.00032709,             0.00032709
                    161,                0.39424,                0.38717,                0.88795,                0.99878,                      1,                  0.995,                0.95491,                0.30992,                0.23394,                0.72874,             0.00032615,             0.00032615,             0.00032615
                    162,                0.38317,                0.38322,                0.88308,                0.99816,                      1,                  0.995,                0.96078,                0.30639,                0.22063,                 0.7362,              0.0003252,              0.0003252,              0.0003252
                    163,                0.40383,                0.38003,                0.88484,                0.99834,                      1,                  0.995,                0.96192,                0.29466,                0.21004,                0.72673,             0.00032426,             0.00032426,             0.00032426
                    164,                0.38307,                0.38275,                 0.8774,                0.99889,                      1,                  0.995,                0.95877,                0.29532,                0.20693,                0.72554,             0.00032332,             0.00032332,             0.00032332
                    165,                0.40716,                0.37715,                0.90196,                0.99855,                      1,                  0.995,                0.96097,                0.29446,                0.21135,                0.72654,             0.00032238,             0.00032238,             0.00032238
                    166,                0.37436,                0.38601,                0.88516,                0.99899,                      1,                  0.995,                0.95576,                0.30344,                0.21018,                 0.7276,             0.00032143,             0.00032143,             0.00032143
                    167,                 0.3738,                 0.3867,                0.87338,                0.99875,                      1,                  0.995,                0.94589,                0.32179,                0.21466,                0.72986,             0.00032049,             0.00032049,             0.00032049
                    168,                0.37848,                0.36614,                0.85554,                0.99709,                      1,                  0.995,                0.94939,                0.31931,                0.20448,                0.73193,             0.00031955,             0.00031955,             0.00031955
                    169,                0.39051,                0.42227,                0.89031,                0.99896,                      1,                  0.995,                 0.9577,                0.30944,                0.20564,                0.73118,             0.00031861,             0.00031861,             0.00031861
                    170,                0.36814,                0.40952,                0.86234,                0.99876,                      1,                  0.995,                0.95807,                0.29966,                0.19727,                0.72721,             0.00031766,             0.00031766,             0.00031766
                    171,                0.39262,                0.37682,                0.89746,                0.99856,                      1,                  0.995,                0.95967,                 0.2971,                0.19824,                0.72717,             0.00031672,             0.00031672,             0.00031672
                    172,                0.39005,                0.38851,                0.87958,                0.99861,                      1,                  0.995,                0.95765,                0.29671,                 0.1935,                0.72668,             0.00031578,             0.00031578,             0.00031578
                    173,                0.38235,                0.37103,                0.87886,                0.99907,                      1,                  0.995,                0.96123,                  0.293,                0.18477,                 0.7277,             0.00031484,             0.00031484,             0.00031484
                    174,                0.38465,                0.38767,                0.88062,                0.99882,                      1,                  0.995,                0.96667,                0.29242,                 0.1861,                0.72868,             0.00031389,             0.00031389,             0.00031389
                    175,                0.39932,                 0.3752,                0.88953,                0.99904,                      1,                  0.995,                 0.9515,                0.30031,                0.18121,                0.72877,             0.00031295,             0.00031295,             0.00031295
                    176,                0.38139,                 0.3717,                0.85977,                0.99869,                      1,                  0.995,                0.95774,                0.30726,                 0.1791,                0.73141,             0.00031201,             0.00031201,             0.00031201
                    177,                 0.3514,                 0.3402,                0.86717,                0.99889,                      1,                  0.995,                0.96018,                0.30842,                0.17833,                0.73429,             0.00031107,             0.00031107,             0.00031107
                    178,                0.36446,                0.36366,                0.86492,                0.99901,                      1,                  0.995,                0.96494,                0.29611,                0.17406,                0.72874,             0.00031012,             0.00031012,             0.00031012
                    179,                0.36034,                 0.3419,                0.85788,                 0.9991,                      1,                  0.995,                0.95475,                0.30542,                0.17859,                0.72998,             0.00030918,             0.00030918,             0.00030918
                    180,                0.36676,                0.34144,                0.87729,                0.99889,                      1,                  0.995,                0.96104,                0.29387,                0.19183,                0.72814,             0.00030824,             0.00030824,             0.00030824
                    181,                0.36207,                0.36799,                0.86865,                0.99892,                      1,                  0.995,                0.96861,                0.28669,                0.19664,                0.72525,              0.0003073,              0.0003073,              0.0003073
                    182,                0.36777,                0.34782,                0.87062,                0.99897,                      1,                  0.995,                0.96406,                0.29188,                0.18586,                0.72601,             0.00030635,             0.00030635,             0.00030635
                    183,                0.35615,                0.34157,                0.86709,                0.99897,                      1,                  0.995,                0.97308,                 0.2811,                 0.1743,                0.72361,             0.00030541,             0.00030541,             0.00030541
                    184,                0.34969,                0.36628,                0.85887,                0.99888,                      1,                  0.995,                0.96689,                0.28245,                0.17396,                0.72511,             0.00030447,             0.00030447,             0.00030447
                    185,                0.38257,                0.35411,                0.87346,                 0.9991,                      1,                  0.995,                0.96506,                0.28542,                0.18961,                0.72515,             0.00030353,             0.00030353,             0.00030353
                    186,                  0.367,                0.34477,                0.86914,                0.99898,                      1,                  0.995,                0.97099,                0.28197,                0.19112,                0.72405,             0.00030258,             0.00030258,             0.00030258
                    187,                0.38795,                0.36527,                0.89414,                0.99903,                      1,                  0.995,                 0.9677,                0.27901,                 0.1853,                0.72338,             0.00030164,             0.00030164,             0.00030164
                    188,                0.36636,                0.34958,                0.87219,                  0.999,                      1,                  0.995,                0.96383,                0.28529,                0.18575,                0.72261,              0.0003007,              0.0003007,              0.0003007
                    189,                0.35945,                0.32843,                0.86708,                0.99888,                      1,                  0.995,                0.96038,                 0.2923,                0.18911,                 0.7224,             0.00029976,             0.00029976,             0.00029976
                    190,                0.39181,                0.35054,                0.87802,                0.99892,                      1,                  0.995,                0.96828,                0.28078,                0.18146,                0.72133,             0.00029881,             0.00029881,             0.00029881
                    191,                 0.3414,                 0.3247,                0.85507,                0.99869,                      1,                  0.995,                0.96222,                0.28222,                0.18292,                0.72209,             0.00029787,             0.00029787,             0.00029787
                    192,                0.36394,                0.38087,                0.86848,                0.99844,                      1,                  0.995,                0.95537,                0.29935,                0.19105,                0.72722,             0.00029693,             0.00029693,             0.00029693
                    193,                0.38118,                  0.366,                0.87043,                0.99856,                      1,                  0.995,                0.96134,                0.31191,                0.19791,                0.73957,             0.00029599,             0.00029599,             0.00029599
                    194,                0.36838,                0.33344,                0.85824,                0.99866,                      1,                  0.995,                0.95679,                0.30886,                0.19263,                0.74177,             0.00029504,             0.00029504,             0.00029504
                    195,                0.36292,                0.34181,                0.86824,                0.99864,                      1,                  0.995,                0.96513,                0.29508,                 0.1845,                0.73864,              0.0002941,              0.0002941,              0.0002941
                    196,                0.37487,                0.36287,                0.88054,                0.99884,                      1,                  0.995,                0.96645,                 0.2958,                0.19283,                0.73292,             0.00029316,             0.00029316,             0.00029316
                    197,                0.38289,                0.35404,                0.89137,                0.99844,                      1,                  0.995,                0.95931,                0.28519,                 0.1858,                0.72529,             0.00029222,             0.00029222,             0.00029222
                    198,                0.35958,                0.34989,                0.84892,                0.99882,                      1,                  0.995,                0.95853,                0.28719,                0.18095,                0.72621,             0.00029127,             0.00029127,             0.00029127
                    199,                0.34165,                 0.3213,                0.85913,                0.99889,                      1,                  0.995,                0.95779,                0.30146,                0.17223,                0.73069,             0.00029033,             0.00029033,             0.00029033
                    200,                 0.3592,                  0.328,                0.86442,                0.99883,                      1,                  0.995,                0.95963,                0.29005,                0.16453,                0.72623,             0.00028939,             0.00028939,             0.00028939
                    201,                0.34512,                0.31431,                0.87208,                0.99904,                      1,                  0.995,                 0.9558,                0.29985,                0.17322,                0.72778,             0.00028845,             0.00028845,             0.00028845
                    202,                0.37203,                0.33578,                0.86596,                0.99901,                      1,                  0.995,                0.95267,                0.31705,                0.17536,                 0.7335,              0.0002875,              0.0002875,              0.0002875
                    203,                0.35486,                0.31934,                0.86349,                0.99898,                      1,                  0.995,                0.96266,                0.29206,                0.19488,                0.72504,             0.00028656,             0.00028656,             0.00028656
                    204,                0.37765,                0.33165,                0.87147,                0.99872,                      1,                  0.995,                0.96219,                0.28349,                0.19498,                0.72534,             0.00028562,             0.00028562,             0.00028562
                    205,                0.36202,                0.36199,                0.87453,                0.99887,                      1,                  0.995,                0.96085,                0.30469,                0.18481,                0.73545,             0.00028468,             0.00028468,             0.00028468
                    206,                0.35637,                0.31565,                0.88031,                0.99908,                      1,                  0.995,                0.96722,                0.29875,                0.17812,                 0.7331,             0.00028373,             0.00028373,             0.00028373
                    207,                0.37191,                0.33575,                 0.8764,                0.99904,                      1,                  0.995,                0.96105,                0.30194,                0.18453,                0.73319,             0.00028279,             0.00028279,             0.00028279
                    208,                0.37969,                0.34961,                0.86243,                0.99893,                      1,                  0.995,                0.96654,                0.29202,                0.18946,                0.72859,             0.00028185,             0.00028185,             0.00028185
                    209,                0.31794,                0.33398,                 0.8652,                0.99898,                      1,                  0.995,                 0.9663,                0.27647,                0.17679,                0.72033,             0.00028091,             0.00028091,             0.00028091
                    210,                0.35347,                 0.3298,                0.85767,                 0.9989,                      1,                  0.995,                0.96675,                0.27616,                 0.1645,                0.71997,             0.00027996,             0.00027996,             0.00027996
                    211,                0.37287,                0.34859,                 0.8863,                  0.999,                      1,                  0.995,                 0.9661,                0.27674,                0.16089,                0.72006,             0.00027902,             0.00027902,             0.00027902
                    212,                0.35189,                0.31339,                 0.8866,                0.99901,                      1,                  0.995,                0.96889,                 0.2752,                0.16799,                0.71957,             0.00027808,             0.00027808,             0.00027808
                    213,                0.34575,                0.34591,                0.85237,                0.99894,                      1,                  0.995,                0.96394,                0.28822,                0.18185,                 0.7215,             0.00027714,             0.00027714,             0.00027714
                    214,                0.34798,                0.32108,                0.86787,                0.99903,                      1,                  0.995,                0.96457,                0.28778,                0.18372,                0.72322,             0.00027619,             0.00027619,             0.00027619
                    215,                0.36053,                 0.3311,                0.88363,                0.99899,                      1,                  0.995,                0.96047,                0.29446,                0.18756,                0.72489,             0.00027525,             0.00027525,             0.00027525
                    216,                 0.3502,                0.30672,                0.85808,                0.99885,                      1,                  0.995,                 0.9603,                0.29078,                0.18436,                0.72346,             0.00027431,             0.00027431,             0.00027431
                    217,                0.36231,                0.34511,                0.86084,                0.99886,                      1,                  0.995,                0.95944,                0.28756,                 0.1679,                0.72276,             0.00027337,             0.00027337,             0.00027337
                    218,                0.32692,                0.28883,                0.86459,                0.99899,                      1,                  0.995,                0.97173,                 0.2743,                0.15281,                0.72067,             0.00027242,             0.00027242,             0.00027242
                    219,                0.34377,                0.33551,                0.87111,                0.99887,                      1,                  0.995,                 0.9681,                 0.2803,                0.15674,                0.72221,             0.00027148,             0.00027148,             0.00027148
                    220,                0.34609,                0.32884,                0.86488,                0.99867,                      1,                  0.995,                0.96271,                0.29063,                0.17141,                0.72455,             0.00027054,             0.00027054,             0.00027054
                    221,                0.35894,                0.32777,                0.86657,                0.99886,                      1,                  0.995,                0.96876,                0.28128,                0.16937,                0.72132,              0.0002696,              0.0002696,              0.0002696
                    222,                0.33462,                0.30061,                0.85488,                0.99908,                      1,                  0.995,                0.96712,                0.27329,                0.16276,                0.72104,             0.00026865,             0.00026865,             0.00026865
                    223,                0.34163,                0.30494,                0.86079,                0.99899,                      1,                  0.995,                0.96283,                 0.2803,                0.16663,                 0.7221,             0.00026771,             0.00026771,             0.00026771
                    224,                0.34445,                0.31003,                0.85285,                  0.999,                      1,                  0.995,                0.96501,                0.29148,                 0.1777,                0.72591,             0.00026677,             0.00026677,             0.00026677
                    225,                 0.3666,                0.33635,                0.85792,                0.99906,                      1,                  0.995,                0.96414,                0.29931,                0.17686,                0.73012,             0.00026583,             0.00026583,             0.00026583
                    226,                0.36794,                0.35748,                0.87175,                0.99901,                      1,                  0.995,                0.96341,                0.28497,                0.17828,                0.72343,             0.00026488,             0.00026488,             0.00026488
                    227,                0.35103,                0.33477,                0.86117,                0.99897,                      1,                  0.995,                0.96493,                0.28274,                0.17787,                0.72057,             0.00026394,             0.00026394,             0.00026394
                    228,                 0.4012,                0.34671,                0.89166,                 0.9988,                      1,                  0.995,                 0.9627,                0.28252,                0.17701,                0.72045,               0.000263,               0.000263,               0.000263
                    229,                0.36825,                0.34794,                0.85983,                 0.9989,                      1,                  0.995,                0.96256,                0.27768,                0.16346,                0.71839,             0.00026206,             0.00026206,             0.00026206
                    230,                0.34303,                0.30176,                0.87442,                0.99891,                      1,                  0.995,                0.96839,                0.26758,                0.16126,                0.71688,             0.00026111,             0.00026111,             0.00026111
                    231,                0.35484,                 0.3337,                0.86202,                0.99859,                      1,                  0.995,                0.96813,                0.27827,                0.16647,                 0.7197,             0.00026017,             0.00026017,             0.00026017
                    232,                0.36712,                 0.3261,                 0.8694,                0.99879,                      1,                  0.995,                0.96091,                0.28285,                 0.1652,                0.71927,             0.00025923,             0.00025923,             0.00025923
                    233,                0.35601,                0.31016,                0.87208,                0.99898,                      1,                  0.995,                0.96476,                0.27874,                0.16939,                0.72023,             0.00025829,             0.00025829,             0.00025829
